SymbolID,SymbolTypeID,SymbolValue,ExchangeID,ObjectID,SymbolStartDate,SymbolEndDate,ActiveFlag,PrimaryFlag,ProcessType
151657424,7291,21505866,NULL,143661058,NULL,06/24/2013,0,1,U
692340820,7291,46937789,NULL,145378924,03/15/2019,03/11/2022,0,0,U
692341042,7866,A2PFX2,NULL,145378924,03/15/2019,03/11/2022,0,0,U
169836443,7291,25173044,NULL,145483956,NULL,05/02/2018,0,1,U
114864656,7291,14209627,NULL,145488189,NULL,03/18/2022,0,1,U
172397909,7291,25546360,NULL,146066415,NULL,07/02/2019,0,1,U
101462003,7291,14761960,NULL,146358645,NULL,03/13/2020,0,1,U
205623168,7866,A1410H,NULL,164171607,NULL,04/19/2022,0,1,U
205780406,8279,130378161,NULL,164171607,10/01/2015,04/19/2022,0,1,U
149339239,7291,14970000,NULL,170264599,NULL,06/17/2019,0,1,U
211386950,7291,30509171,NULL,171176389,11/26/2015,12/09/2019,0,1,U
101552462,7291,18049670,NULL,171176419,NULL,12/01/2019,0,1,U
101552463,7291,18049718,NULL,171176422,NULL,12/01/2019,0,1,U
158737138,7291,18049344,NULL,171176423,NULL,12/01/2019,0,1,U
114881254,7866,A1JVS9,NULL,182243901,05/06/2014,05/24/2022,0,1,U
149406220,8279,76540462,NULL,182243901,05/06/2014,05/24/2022,0,1,U
101631090,7291,18297110,NULL,183177844,NULL,05/21/2018,0,1,U
219303957,8279,138078868,NULL,183177844,NULL,05/21/2018,0,1,U
101631092,7291,18297107,NULL,183177845,NULL,05/21/2018,0,1,U
156299235,7291,18433331,NULL,204565927,NULL,04/13/2020,0,1,U
161280509,8279,104981801,NULL,204565927,06/03/2011,04/13/2020,0,1,U
100370520,7291,12206666,NULL,206552554,NULL,10/31/2017,0,1,U
101725882,7291,18582079,NULL,206555850,NULL,02/17/2019,0,1,U
155723349,7291,22423961,NULL,207031655,NULL,05/21/2018,0,1,U
167149210,8279,108416203,NULL,207031655,NULL,05/21/2018,0,1,U
99051494,7291,10189453,NULL,207321067,05/12/2009,09/23/2021,0,0,U
101754153,7291,18686796,NULL,207684043,NULL,12/12/2018,0,1,U
101754154,7291,18686801,NULL,207684044,NULL,12/12/2018,0,1,U
158215833,8279,79845647,NULL,212084764,06/21/2012,06/28/2012,0,1,U
158215836,8279,79845663,NULL,212084766,06/21/2012,06/28/2012,0,1,U
158215839,8279,79845680,NULL,212084768,06/21/2012,06/28/2012,0,1,U
158215842,8279,79845752,NULL,212084852,06/21/2012,06/28/2012,0,1,U
84384508,7291,10668876,NULL,212503290,06/28/2012,03/28/2021,0,1,U
159430711,7291,21986944,NULL,214271499,NULL,12/03/2018,0,1,U
85898521,7291,12235575,NULL,214283871,07/17/2012,12/06/2020,0,1,U
86327930,7291,3414963,NULL,214827044,09/17/2007,08/21/2019,0,0,U
86397503,7291,523439,NULL,214918606,NULL,05/28/2017,0,1,U
86470062,7291,10136544,NULL,215009609,NULL,12/13/2016,0,1,U
86470065,7291,10136537,NULL,215009610,NULL,12/13/2016,0,1,U
86470072,7291,12955640,NULL,215009612,NULL,12/13/2016,0,1,U
101822452,7291,18986984,NULL,215609450,NULL,11/21/2017,0,1,U
86873359,7291,4895000,NULL,215632726,NULL,12/02/2019,0,1,U
212528565,7291,30442201,NULL,215632832,NULL,12/05/2019,0,1,U
212528568,7291,30442208,NULL,215632834,NULL,12/05/2019,0,1,U
113091437,7291,19410600,NULL,216279395,NULL,12/09/2018,0,1,U
113091490,7291,19410599,NULL,216279396,NULL,12/09/2018,0,1,U
87428322,7291,12239179,NULL,216284513,NULL,02/19/2018,0,1,U
113831373,7291,19363115,NULL,216423266,NULL,12/09/2018,0,1,U
87990764,7291,14585011,NULL,217041381,12/02/2017,02/11/2022,0,1,U
152540836,7291,22315932,NULL,217919462,NULL,09/07/2017,0,1,U
102075094,7291,19828931,NULL,222948481,10/13/2012,04/04/2022,0,0,U
87535554,7291,1596226,NULL,224946236,NULL,02/28/2021,0,1,U
155380895,7291,20721023,NULL,225994439,NULL,05/27/2018,0,1,U
220239902,8279,138874575,NULL,225994439,01/09/2013,05/27/2018,0,1,U
202425050,7291,29387253,NULL,237614554,NULL,04/11/2017,0,1,U
113891383,7291,20036558,NULL,240591364,05/21/2013,07/10/2016,0,1,U
209755519,7291,30228718,NULL,241484485,NULL,06/20/2017,0,1,U
151971384,7291,21754686,NULL,242228291,06/26/2013,04/19/2022,0,0,U
151971386,7866,A1W7E5,NULL,242228291,06/26/2013,04/19/2022,0,1,U
151971388,8279,94916364,NULL,242228291,06/26/2013,04/19/2022,0,1,U
208967486,7291,30100706,NULL,243138999,10/13/2015,06/18/2019,0,1,U
153312757,7291,23117278,NULL,243759140,12/11/2013,12/09/2021,0,0,U
