SymbolID,SymbolTypeID,SymbolValue,ExchangeID,ObjectID,SymbolStartDate,SymbolEndDate,ActiveFlag,PrimaryFlag,ProcessType
NULL,8191,US31422QAA58,NULL,1814722437,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAB32,NULL,1814722199,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAC15,NULL,1814722200,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAD97,NULL,1814722201,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAE70,NULL,1814722202,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAF46,NULL,1814722203,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAG29,NULL,1814722204,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAH02,NULL,1814722205,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAJ67,NULL,1814722206,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAK31,NULL,1814722207,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAL14,NULL,1814722208,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAM96,NULL,1814722209,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAN79,NULL,1814722210,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAP28,NULL,1814722211,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAQ01,NULL,1814722212,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAR83,NULL,1814722213,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAS66,NULL,1814722214,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAT40,NULL,1814722215,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAU13,NULL,1814722216,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAV95,NULL,1814722217,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAW78,NULL,1814722218,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAX51,NULL,1814722219,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAY35,NULL,1814722220,11/9/2022,NULL,1,1,I
NULL,8191,US31422QAZ00,NULL,1814722221,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBA40,NULL,1814722222,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBB23,NULL,1814722438,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBC06,NULL,1814722439,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBD88,NULL,1814722440,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBE61,NULL,1814722441,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBF37,NULL,1814722442,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBG10,NULL,1814722443,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBH92,NULL,1814722444,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBJ58,NULL,1814722445,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBK22,NULL,1814722446,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBL05,NULL,1814722447,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBM87,NULL,1814722448,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBN60,NULL,1814722449,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBP19,NULL,1814722450,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBQ91,NULL,1814722451,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBR74,NULL,1814722452,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBS57,NULL,1814722453,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBT31,NULL,1814722454,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBU04,NULL,1814722223,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBV86,NULL,1814722224,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBW69,NULL,1814722225,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBX43,NULL,1814722226,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBY26,NULL,1814722455,11/9/2022,NULL,1,1,I
NULL,8191,US31422QBZ90,NULL,1814722456,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCA31,NULL,1814722227,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCB14,NULL,1814722228,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCC96,NULL,1814722229,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCD79,NULL,1814722230,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCE52,NULL,1814722231,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCF28,NULL,1814722232,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCG01,NULL,1814722233,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCH83,NULL,1814722234,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCJ40,NULL,1814722235,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCK13,NULL,1814722236,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCL95,NULL,1814722237,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCM78,NULL,1814722238,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCN51,NULL,1814722239,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCP00,NULL,1814722240,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCQ82,NULL,1814722241,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCR65,NULL,1814722242,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCS49,NULL,1814722243,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCT22,NULL,1814722244,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCU94,NULL,1814722245,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCV77,NULL,1814722246,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCW50,NULL,1814722247,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCX34,NULL,1814722248,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCY17,NULL,1814722249,11/9/2022,NULL,1,1,I
NULL,8191,US31422QCZ81,NULL,1814722250,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDA22,NULL,1814722251,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDB05,NULL,1814722252,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDC87,NULL,1814722253,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDD60,NULL,1814722254,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDE44,NULL,1814722255,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDF19,NULL,1814722256,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDG91,NULL,1814722257,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDH74,NULL,1814722258,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDJ31,NULL,1814722259,11/9/2022,NULL,1,1,I
NULL,8191,US31422QDK04,NULL,1814722260,11/9/2022,NULL,1,1,I
